"Linha" "Municipio" "Estado" "Ano" "POPULACAO" "PIB" "IPTU" "ISS" "ITBI"
"922" "Natal" "RN" 2014 862044 17237001013.7209 85085989.11 255736136.99 51225881.74
"923" "Niterói" "RJ" 2014 495470 18143242242.1344 232783998.57 279864677.29 87061333.84
"924" "Nova Iguaçu" "RJ" 2014 806177 14895790114.8244 39992766.88 101926986.59 15746670.5
"925" "Novo Hamburgo" "RS" 2014 248251 8108330666.1683 27322237.49 49566676.74 16056095.49
"926" "Olinda" "PE" 2014 388821 4616534274.06665 15916133.89 53657266.02 7138692.51
"927" "Osasco" "SP" 2014 693271 54669885489.9703 205294338.8 357615730.17 34306853.26
"928" "Palmas" "TO" 2014 265409 5196699826.51236 49151990.39 78002466.53 14001786
"929" "Paulista" "PE" 2014 319769 3174940275.22525 13218877.62 24170272.8 6697062.7
"930" "Pelotas" "RS" 2014 342053 6893342447.63107 22008257.64 51667887.03 12327863.82
"931" "Petrolina" "PE" 2014 326017 4396582231.5943 7757265.89 33985863.95 8988833.08
"932" "Petrópolis" "RJ" 2014 298017 11263609533.962 50533369.3 66557379.14 15984517.08
"933" "Piracicaba" "SP" 2014 388412 16437799473.553 72576919.45 148250272.86 21858484.53
"934" "Ponta Grossa" "PR" 2014 334535 9331364357.06265 37148489.61 62845091.48 16913358.37
"935" "Porto Alegre" "RS" 2014 1472482 66201240152.0566 337744506.44 748070977.21 249364990.36
"936" "Porto Velho" "RO" 2014 494013 10959548168.7202 16925658.95 215254649.52 11807655.39
"937" "Praia Grande" "SP" 2014 293695 4816317747.67479 225514011.04 34633671.74 45412869.61
"938" "Presidente Prudente" "SP" 2014 220599 6234318121.81195 32790521.39 47861479.62 13911484.75
"939" "Recife" "PE" 2014 1608488 44158087871.2486 287183092.88 710661464.19 113261592.88
"940" "Ribeirão das Neves" "MG" 2014 319310 2863515531.85432 6281863.77 16977760.2 10351712.44
"941" "Ribeirão Preto" "SP" 2014 658059 26076897173.3529 220961386.46 210053360.49 76054470.38
"942" "Rio Branco" "AC" 2014 363928 6510905607.24518 12382621.97 60365303.98 5072051.12
"943" "Rio de Janeiro" "RJ" 2014 6453682 294116121543.206 2002164889.57 5346724390.71 741677354.75
"944" "Rio Grande" "RS" 2014 207036 11097120444.9278 11132328.67 94615376.86 12117245.85
"945" "Rio Verde" "GO" 2014 202221 6942045866.68996 17987995.21 46567632.53 13548033.27
"946" "Rondonópolis" "MT" 2014 211718 7927539544.84189 23622971.15 52455714.2 15957728.62
"947" "Salvador" "BA" 2014 2902927 55766667248.1659 474711421.42 874325346.18 267198830.44
"948" "Santa Maria" "RS" 2014 274838 6127074313.27011 26391547.91 52993175.86 17057429.98
"949" "Santarém" "PA" 2014 290521 3113004607.00346 5212705.15 22057506.38 2190663.77
"950" "Santo André" "SP" 2014 707613 25879653983.5355 206129515.34 252571525.34 60106994.67
"951" "Santos" "SP" 2014 433565 42459552671.1988 306320809.48 406712866.26 71084641.42
"952" "São Bernardo do Campo" "SP" 2014 811489 52874397825.4588 281721220.91 310935415.75 65008090.61
"953" "São Carlos" "SP" 2014 238958 7655916720.67878 66385170.47 43681540.29 15241154.48
"954" "São José" "SC" 2014 228561 7271843846.17558 40297003.77 46637392 19892416.8
"955" "São José do Rio Preto" "SP" 2014 438354 13519137853.7628 128490919.22 145863135.12 33301023.23
"956" "São José dos Campos" "SP" 2014 681036 37229400768.2454 147379788.72 238221002.57 49860836.59
"957" "São José dos Pinhais" "PR" 2014 292934 19783516978.6188 21468894.36 109046693.05 16459837.35
"958" "São Leopoldo" "RS" 2014 226988 5817727542.07757 30605490.94 39022269.76 10845766.77
"959" "São Luís" "MA" 2014 1064197 27261212118.9664 45739646.81 403763828.78 27450240.06
"960" "São Paulo" "SP" 2014 11895893 673494453211.517 5963748376.61 11379496977.91 1495264875
"961" "São Vicente" "SP" 2014 353040 4830194203.24654 89183393.35 43683198.54 11516714.97
"962" "Serra" "ES" 2014 476428 20142129517.1893 27395101.78 136707866.12 28692351.94
"963" "Sete Lagoas" "MG" 2014 229887 8273190631.86847 19488172.44 41732320.54 7810433.21
"964" "Sobral" "CE" 2014 199750 3449519680.01833 6989107.75 17504726.33 3245107.75
"965" "Sorocaba" "SP" 2014 637187 24735061947.3258 100867757.88 288882863.21 55602902.44
"966" "Sumaré" "SP" 2014 262308 11901205315.8585 34613739.12 50994804.21 9853205
"967" "Suzano" "SP" 2014 282441 9540539842.16317 56067045.53 41655432.07 10045281.62
"968" "Taubaté" "SP" 2014 299423 13992093825.9637 55475292.93 73444510.26 14111064.35
"969" "Teresina" "PI" 2014 840600 14967939278.8766 46471512.47 170950112.93 29108032.27
"970" "Uberaba" "MG" 2014 318813 11265937909.4003 27205428.2 63184033.45 16115190.01
"971" "Uberlândia" "MG" 2014 654681 26986155250.3263 42995940.74 182496540.26 57480632.75
"972" "Várzea Grande" "MT" 2014 265775 5194398143.43714 12458237.17 39016279.66 6008467.14
"973" "Viamão" "RS" 2014 251033 3203033580.27166 4107039.36 11531461.12 4075743.54
"974" "Vila Velha" "ES" 2014 465690 10285614667.5002 19499309.99 122958668.83 37462506
"975" "Vitória da Conquista" "BA" 2014 340199 5231060216.60828 12637615.94 43965698.11 8343710.26
"976" "Volta Redonda" "RJ" 2014 262259 14145057770.4185 55670357.38 68031079.45 5439248.83
"977" "Alvorada" "RS" 2015 206561 2175890157.00393 5825018.28 10275418.46 3234520.32
"978" "Americana" "SP" 2015 229322 10641994729.6745 44422819.27 62330384.21 15022619.32
"979" "Ananindeua" "PA" 2015 505404 5892065348.39091 12528244.52 35595545.37 8415094.74
"980" "Anápolis" "GO" 2015 366491 14075635347.4253 43357942.81 52937568.63 18962053.04
"981" "Aparecida de Goiânia" "GO" 2015 521910 7968010096.02119 85985110.51 54824939.3 21592646.2
"982" "Aracaju" "SE" 2015 632744 13372550225.062 102268358.8 238422652.4 48112675.3
"983" "Arapiraca" "AL" 2015 231053 2934117966.87455 4427210.53 16426606.14 4556410.52
"984" "Barueri" "SP" 2015 262275 49748244258.6954 23360310.39 807544970.8 69043669.52
"985" "Bauru" "SP" 2015 366992 11736023950.4557 72979537.16 85355997.38 25739545.38
"986" "Belém" "PA" 2015 1439561 29377784224.4652 76325301.21 322646598.3 32860201.6
"987" "Belford Roxo" "RJ" 2015 481127 7063834723.24165 12570863.08 33674936.49 1831229.57
"988" "Belo Horizonte" "MG" 2015 2502557 81545029126.1312 890647488.2 1184416849 392570460.2
"989" "Betim" "MG" 2015 417307 45388082100.3554 34941804.16 81980709.5 12533535.43
"990" "Blumenau" "SC" 2015 338876 14454303402.4057 65645867.68 116256522 27802800.17
"991" "Boa Vista" "RR" 2015 320714 7144927340.0151 18561516.14 53029393.8 4532872.42
"992" "Camaçari" "BA" 2015 286919 21877718189.5204 65046652.05 123317034.5 16577948.31
"993" "Campina Grande" "PB" 2015 405072 7021023634.21203 12519184.14 46131634.57 10404155.52
"994" "Campinas" "SP" 2015 1164098 57877517342.7319 467358454.5 698102035.2 103013114.3
"995" "Campo Grande" "MS" 2015 853622 21118727123.2072 228749453 266217335.1 48397244.82
"996" "Canoas" "RS" 2015 341343 26517766238.8744 58803740.45 62010420.79 26844011.55
"997" "Cariacica" "ES" 2015 381802 7449221009.41091 10112077.4 58342348.04 4866382.16
"998" "Cascavel" "PR" 2015 312778 8702021360.00269 33199394.62 86377330.4 26258008.18
"999" "Caucaia" "CE" 2015 353932 4034544447.34928 6026226.53 3017858.9 4571920.76
"1000" "Caxias do Sul" "RS" 2015 474853 22975902876.5028 82705350.52 134918410.6 48041448.26
"1001" "Chapecó" "SC" 2015 205795 7334599830.24064 23629503.54 54752001.63 11360592.24
"1002" "Contagem" "MG" 2015 648766 28086094079.2658 85282690.74 118422630 47253505.64
"1003" "Criciúma" "SC" 2015 206918 5699922912.90033 15840504.94 33477853.97 6776042.2
"1004" "Cuiabá" "MT" 2015 580489 17567708213.6043 106631539.1 254599471.7 35011328.29
"1005" "Curitiba" "PR" 2015 1879355 83775550935.7274 474991926.3 1096099929 298827128.4
"1006" "Diadema" "SP" 2015 412428 17971172847.4725 116812911.8 73328818.02 14015548
"1007" "Divinópolis" "MG" 2015 230848 5457642832.61204 21365768.6 32169016.34 8228561.09
"1008" "Dourados" "MS" 2015 212870 5607004931.11569 50950647.07 49072757.57 12600097.49
"1009" "Feira de Santana" "BA" 2015 617528 11267757937.6346 48900681.31 101437606 18679154.6
"1010" "Florianópolis" "SC" 2015 469690 15842230957.5021 208530114.4 231075953.1 90323578.42
"1011" "Fortaleza" "CE" 2015 2591188 57105114927.9337 339444876.9 641511623.1 136650901.4
"1012" "Foz do Iguaçu" "PR" 2015 263782 11876341047.9551 46590873.38 58203322.35 18454540.79
"1013" "Franca" "SP" 2015 342112 7778685172.09977 61727219.87 51985702.85 11385317.71
"1014" "Goiânia" "GO" 2015 1430697 38832128641.4215 351255425.1 516590404.1 107075784
"1015" "Governador Valadares" "MG" 2015 278363 5188728932.73424 32056064.67 40808179.08 8846596.99
"1016" "Gravataí" "RS" 2015 272257 10499015706.9057 12049609.04 28345755.94 10568985.38
"1017" "Guarujá" "SP" 2015 311230 6257690532.77742 278060453.2 129456428.9 41289562.85
"1018" "Guarulhos" "SP" 2015 1324781 60532437517.2693 374930863.5 384788970.3 60671080.4
"1019" "Hortolândia" "SP" 2015 215819 9231005864.63515 26767648.62 100195410.3 9363068.35
"1020" "Indaiatuba" "SP" 2015 231033 8974739526.09921 73063472.38 66937219.7 21056290.03
"1021" "Ipatinga" "MG" 2015 257345 11270945998.7235 42727749.07 48960043.6 6031606.32
"1022" "Itaboraí" "RJ" 2015 229007 3447931731.34461 18598945.86 135485097.9 10176525.3
"1023" "Itabuna" "BA" 2015 219680 4075946512.9323 7362645.32 23067572.02 3576389.31
"1024" "Itajaí" "SC" 2015 205271 21760528649.3956 36610431.19 99356151.45 18067943.16
"1025" "Itaquaquecetuba" "SP" 2015 352801 5150007181.53461 29717891.79 35576710.23 3585681.63
"1026" "Jaboatão dos Guararapes" "PE" 2015 686122 12453760768.8654 52707067.95 81213797.92 13600910.8
"1027" "Jacareí" "SP" 2015 226539 8618767851.75217 52307123.65 56128979.45 12472818.38
"1028" "João Pessoa" "PB" 2015 791438 15074344750.5559 47938663 189411298.1 89599762.16
"1029" "Joinville" "SC" 2015 562151 25862939626.5745 109157675 165023055.9 39074090.53
"1030" "Juazeiro" "BA" 2015 218324 3038210060.46159 2098936.17 21368262.67 3126122.65
"1031" "Juazeiro do Norte" "CE" 2015 266022 2902981377.55643 4410283.2 19878236.66 4922571.58
"1032" "Juiz de Fora" "MG" 2015 555284 13621465925.029 115017701.2 138198145.7 24564156.03
"1033" "Jundiaí" "SP" 2015 401896 30681088642.8388 111229413.1 229619714.2 53328473.63
"1034" "Londrina" "PR" 2015 548249 16105474966.5503 132466852.2 166118999.1 50239100.01
"1035" "Macapá" "AP" 2015 456171 8294118185.50138 7155321.84 42103948.07 3979674
"1036" "Maceió" "AL" 2015 1013773 18775753823.71 90538285.28 176507861 23747276.47
"1037" "Manaus" "AM" 2015 2057711 74538803645.4133 162571556.2 534017335.6 59335585.96
"1038" "Marabá" "PA" 2015 262085 6078019892.3705 4882447.31 77812752.04 1732688.6
"1039" "Maracanaú" "CE" 2015 221504 6345695506.41688 7300679.32 25314648.1 5436098.2
"1040" "Marília" "SP" 2015 232006 6118219499.50001 52066703.48 52207054.22 11561894.62
"1041" "Maringá" "PR" 2015 397437 13166609428.3947 124700171.5 128626874 43075718.81
"1042" "Mauá" "SP" 2015 453286 11463771299.8776 67685757.34 69374953.13 10756361.44
"1043" "Mossoró" "RN" 2015 288162 5488054543.70357 8320764.41 48710316.37 4066738.55
"1044" "Natal" "RN" 2015 869954 17894748313.0046 118474400.2 258326594.6 54363651.79
"1045" "Niterói" "RJ" 2015 496696 18835570830.8206 277066690.1 267887599.7 77972027.79
"1046" "Nova Iguaçu" "RJ" 2015 807492 15464199068.9646 48731134.9 92098313.5 13325994.4
"1047" "Novo Hamburgo" "RS" 2015 248694 8417736727.76366 29246542.52 52624106.93 14296387.32
"1048" "Olinda" "PE" 2015 389494 4792696760.12791 17899837.15 50782752.61 6531881.75
"1049" "Osasco" "SP" 2015 694844 56756035482.3355 218909382 385856285.9 28427188.57
"1050" "Palmas" "TO" 2015 272726 5395000869.33039 46367668.1 85487640.02 15203366.16
"1051" "Paulista" "PE" 2015 322730 3296092927.57782 12321467.74 20575411.69 7188544.17
"1052" "Pelotas" "RS" 2015 342873 7156385733.08179 42508110.92 49966366.41 13841246.05
"1053" "Petrolina" "PE" 2015 331951 4564351560.2964 8353526.4 39930562.95 8539037.96
"1054" "Petrópolis" "RJ" 2015 298142 11693417987.6049 58305337.29 81058153.57 14580243.92
"1055" "Piracicaba" "SP" 2015 391449 17065050014.4846 80067603.04 145413175 27740488.04
"1056" "Ponta Grossa" "PR" 2015 337865 9687440202.25195 38453034.88 61958366.58 18211295.11
"1057" "Porto Alegre" "RS" 2015 1476867 68727415493.3808 352223032.4 797384079.5 242786649.5
"1058" "Porto Velho" "RO" 2015 502748 11377753934.5379 20195888.61 187370072.5 10052012.16
"1059" "Praia Grande" "SP" 2015 299261 5000103778.00008 260458903.3 42546934.85 41853649.99
"1060" "Presidente Prudente" "SP" 2015 222192 6472213675.93025 34446956.98 51732901.27 12262669.14
"1061" "Recife" "PE" 2015 1617183 45843117826.0373 311937857.5 703851303.1 102065674.6
"1062" "Ribeirão das Neves" "MG" 2015 322659 2972784516.98895 8081389.46 20558845.67 12211835.18
"1063" "Ribeirão Preto" "SP" 2015 666323 27071966366.4113 246109604.9 222945115.1 80353037.87
"1064" "Rio Branco" "AC" 2015 370550 6759355472.48839 13293678.44 61814280.17 5116901.91
"1065" "Rio de Janeiro" "RJ" 2015 6476631 305339308480.819 2039905827 5733353625 672956642.1
"1066" "Rio Grande" "RS" 2015 207860 11520575835.8433 11712081.34 91495179.96 6558355.63
"1067" "Rio Verde" "GO" 2015 207296 7206947627.54056 21348505.17 46033460.09 14729140.21
"1068" "Rondonópolis" "MT" 2015 215320 8230046791.98037 27183626.71 66610960.02 11657822.66
"1069" "Salvador" "BA" 2015 2921087 57894669372.3946 472474538.3 875752389 187409031.4
"1070" "Santa Maria" "RS" 2015 276108 6360877547.30458 28506955.12 54051195.05 17581365.73
"1071" "Santarém" "PA" 2015 292520 3231793854.11693 5236300.11 29147893.5 3001635.37
"1072" "Santo André" "SP" 2015 710210 26867196567.1041 218152633.4 270456026.8 52743717.12
"1073" "Santos" "SP" 2015 433966 44079768164.3719 327678103.7 441601514.3 66104062.19
"1074" "São Bernardo do Campo" "SP" 2015 816925 54892033743.8682 300202768.6 367050234.5 67411002.62
"1075" "São Carlos" "SP" 2015 241389 7948059103.3681 70050014.53 49354307.41 12067187.36
"1076" "São José" "SC" 2015 232309 7549330379.1767 62563507.64 50848640.05 19214622
"1077" "São José do Rio Preto" "SP" 2015 442548 14035015088.1424 139865659 163313639.9 29883490.17
"1078" "São José dos Campos" "SP" 2015 688597 38650038719.6947 158063979.9 243483093.9 52231457.4
"1079" "São José dos Pinhais" "PR" 2015 297895 20538436865.9391 24270249.01 118174596.9 14986039.71
"1080" "São Leopoldo" "RS" 2015 228370 6039726402.3041 28476735.1 40557610.59 11051086.89
"1081" "São Luís" "MA" 2015 1073893 28301473625.7201 67740361.14 443273201.6 29612723.43
"1082" "São Paulo" "SP" 2015 11967825 699194350619.99 6543266676 12129649024 1795870771
"1083" "São Vicente" "SP" 2015 355542 5014509745.70499 102329553 41854524.52 10375452.68
"1084" "Serra" "ES" 2015 485376 20910733712.3858 34629127.65 129035503.5 24941569.22
"1085" "Sete Lagoas" "MG" 2015 232107 8588887590.41934 23247178.14 41213697.87 6825905.77
"1086" "Sobral" "CE" 2015 201756 3581150017.07938 5574545.48 19938520.09 2945517.63
"1087" "Sorocaba" "SP" 2015 644919 25678928005.0302 113187010.5 301649889.3 53171548.91
"1088" "Sumaré" "SP" 2015 265955 12355343808.3083 37680276.01 53541331.17 10173029.21
"1089" "Suzano" "SP" 2015 285280 9904597621.69775 59960695.49 42196417.31 8790930.93
"1090" "Taubaté" "SP" 2015 302331 14526018603.1348 61241993.1 82773567.25 12057818.18
"1091" "Teresina" "PI" 2015 844245 15539101375.3854 49538317.47 186093648.4 29322732.95
"1092" "Uberaba" "MG" 2015 322126 11695835211.5996 29447579.62 67327532.06 15519680.42
"1093" "Uberlândia" "MG" 2015 662362 28015920852.8126 50784767.36 200804843.4 53341605.48
"1094" "Várzea Grande" "MT" 2015 268594 5392611356.25356 11639610.53 32916796.99 6130723.07
"1095" "Viamão" "RS" 2015 251978 3325258245.99288 4560216.35 12043843.58 4123373.58
"1096" "Vila Velha" "ES" 2015 472762 10678103782.2618 64710791.44 120473362.3 32939399.3
"1097" "Vitória da Conquista" "BA" 2015 343230 5430672418.70337 14903675.98 50423401.28 7875414.04
"1098" "Volta Redonda" "RJ" 2015 262970 14684819503.8719 61299846.78 75438232.84 5449373.33
